Time of the day,Hour of Time,Mode,Stop Name,Avg. Delay Seconds
Earlymorning,4,B,ZEPHYR,675.567567568
Earlymorning,4,B,ZAVELPUT,803.777777778
Earlymorning,4,B,WITLOOF,288.695035461
Earlymorning,4,B,WILLEMYNS,776.222222222
Earlymorning,4,B,WIELS,611.260869565
Earlymorning,4,B,WESTLAND SHOPPING,648.991452991
Earlymorning,4,B,WERY,822.833333333
Earlymorning,4,B,VTM,523.142857143
Earlymorning,4,B,VOLTAIRE,310.928571429
Earlymorning,4,B,VLIERKENS,623.3125
Earlymorning,4,B,VILVOORDE STATION,596.214285714
Earlymorning,4,B,VIADUC E40,576.365384615
Earlymorning,4,B,VETERANS COLON.,720.566037736
Earlymorning,4,B,VERHEYLEWEGHEN,554.458333333
Earlymorning,4,B,VERGER,433.766666667
Earlymorning,4,B,VERBOEKHOVEN,461.151041667
Earlymorning,4,B,VANHELLEMONT,508.783783784
Earlymorning,4,B,VANDENHOVEN,461.615853659
Earlymorning,4,B,VAN PRAET,353.617647059
Earlymorning,4,B,VAL MARIA,396.927272727
Earlymorning,4,B,UZ-PEDIATRIE,385.916666667
Earlymorning,4,B,UZ BRUSSEL,401.625
Earlymorning,4,B,ULB,503.875
Earlymorning,4,B,UCL SAINT-LUC,948
Earlymorning,4,B,UCCLE SPORT,869.4
Earlymorning,4,B,TWYENINCK,286.197604790
Earlymorning,4,B,TWEE LEEUWENWEG,520.4
Earlymorning,4,B,TRONE,507.663366337
Earlymorning,4,B,TREVES,456.888888889
Earlymorning,4,B,TRASSERSWEG,789.428571429
Earlymorning,4,B,TOULOUSE,440.138888889
Earlymorning,4,B,THYM,375.482758621
Earlymorning,4,B,THUMAS,947
Earlymorning,4,B,THIRY-WOLUWE,887
Earlymorning,4,B,TERDELT,867.6
Earlymorning,4,B,TAMARIS,344.959459459
Earlymorning,4,B,SUEDE,541.264705882
Earlymorning,4,B,STEPHENSON,919
Earlymorning,4,B,SQ. DU CENTENAIRE,925.333333333
Earlymorning,4,B,SIBELIUS,467
Earlymorning,4,B,SEPT ETOILES,99.4
Earlymorning,4,B,SCIENCE,931.5
Earlymorning,4,B,SCHWEITZER,754.647058824
Earlymorning,4,B,SCHUMAN,685.145522388
Earlymorning,4,B,SCHEUT,800.756756757
Earlymorning,4,B,SCHERDEMAEL,488.810810811
Earlymorning,4,B,SCHAERBEEK GARE,414.623287671
Earlymorning,4,B,SAINTE-FAMILLE,567.755555556
Earlymorning,4,B,SAINT-VINCENT,423.673076923
Earlymorning,4,B,SAINT-GUIDON,839.307692308
Earlymorning,4,B,SAINT-DENIS,796.655172414
Earlymorning,4,B,SAINT-ANTOINE,934
Earlymorning,4,B,RUE LONGUE,895.666666667
Earlymorning,4,B,RUE DE L'OBUS,798.297297297
Earlymorning,4,B,RTL HOUSE,436.879629630
Earlymorning,4,B,ROYALE,981
Earlymorning,4,B,ROUPPE,803.428571429
Earlymorning,4,B,ROI BAUDOUIN,495.357142857
Earlymorning,4,B,RESISTANCE,885.833333333
Earlymorning,4,B,RELAIS,864.307692308
Earlymorning,4,B,RAMIER,753.6875
Earlymorning,4,B,QUATRE-VENTS,945.8
Earlymorning,4,B,QUART.ST-BONIFACE,863.75
Earlymorning,4,B,PRINCE DE LIEGE,868.435897436
Earlymorning,4,B,PRINC. ELISABETH,496.480314961
Earlymorning,4,B,PRES COMMUNS,478.108108108
Earlymorning,4,B,PORTE DE NAMUR,884.346153846
Earlymorning,4,B,PORTE DE HAL,561.061224490
Earlymorning,4,B,PONT ALBERT,966
Earlymorning,4,B,POMMIER,415.965517241
Earlymorning,4,B,POGGE,359.836734694
Earlymorning,4,B,PLEIADES,384.800539084
Earlymorning,4,B,PLASKY,478.172413793
Earlymorning,4,B,PICARDIE,367.208333333
Earlymorning,4,B,PEUPLIERS,899
Earlymorning,4,B,PETERBOS,823.770491803
Earlymorning,4,B,PETER BENOIT,435.203883495
Earlymorning,4,B,PERMEKE,406.343283582
Earlymorning,4,B,PEAGE,554.267782427
Earlymorning,4,B,PAVILLON,914.083333333
Earlymorning,4,B,PAULSEN,647.186046512
Earlymorning,4,B,PAUL LEDUC,404.406504065
Earlymorning,4,B,PATRIE,305.236559140
Earlymorning,4,B,PARC LEOPOLD,692.071428571
Earlymorning,4,B,PALFIJN,547.375
Earlymorning,4,B,PAIX,765.72
Earlymorning,4,B,PADUWA,668.381818182
Earlymorning,4,B,OUD KAPELLEKE,483.863247863
Earlymorning,4,B,ORBAN,654.432432432
Earlymorning,4,B,OPALE,503.972972973
Earlymorning,4,B,NOTRE-DAME,342.405405405
Earlymorning,4,B,NERVIENS,823.421052632
Earlymorning,4,B,NEERSTALLE,828
Earlymorning,4,B,NEERPEDE,485.5
Earlymorning,4,B,NATATION,805.681818182
Earlymorning,4,B,MUSEE D'IXELLES,757.827586207
Earlymorning,4,B,MOORTEBEEK,380.449704142
Earlymorning,4,B,MOONENS,572.78125
Earlymorning,4,B,MONTGOMERY,636.547169811
Earlymorning,4,B,MONNOYER,972
Earlymorning,4,B,MOMMAERTS,411.483870968
Earlymorning,4,B,MINNEMOLEN,597.333333333
Earlymorning,4,B,MICHIELS,476.916666667
Earlymorning,4,B,MICHEL-ANGE,489.111111111
Earlymorning,4,B,MEUDON,597.5
Earlymorning,4,B,MERODE,603.714285714
Earlymorning,4,B,MERCATOR,298.656
Earlymorning,4,B,MEISER,813.6875
Earlymorning,4,B,MEIR,673.611111111
Earlymorning,4,B,MAX WALLER,804.304347826
Earlymorning,4,B,MATISSE,298.350877193
Earlymorning,4,B,MASUI,979
Earlymorning,4,B,MARICOLLES,413.711538462
Earlymorning,4,B,MARCEL THIRY,892.5
Earlymorning,4,B,MANNEKEN-PIS,772.7
Earlymorning,4,B,MAELBEEK,648.890909091
Earlymorning,4,B,MACHTENS,771.675925926
Earlymorning,4,B,LUXEMBOURG,697.014925373
Earlymorning,4,B,LOUIS BERTRAND,919.6875
Earlymorning,4,B,LOISIRS,417.527027027
Earlymorning,4,B,LIVINGSTONE,616.586206897
Earlymorning,4,B,LEVURE,881
Earlymorning,4,B,LENNEKE MARE,931.666666667
Earlymorning,4,B,LEKAERTS,316.72
Earlymorning,4,B,LATINIS,896.444444444
Earlymorning,4,B,KURTH,850.172413793
Earlymorning,4,B,KEYM,722.666666667
Earlymorning,4,B,KERK VILVOORDE,585.625
Earlymorning,4,B,JULES BORDET,609.388888889
Earlymorning,4,B,JOURDAN,694.46875
Earlymorning,4,B,JOSEPH BAECK,397.854838710
Earlymorning,4,B,JOSAPHAT,319.576923077
Earlymorning,4,B,JORDAEN,637.285714286
Earlymorning,4,B,JEU DE BALLE,598
Earlymorning,4,B,JEANNE,530.972972973
Earlymorning,4,B,JAMBLINNE DE MEUX,521.774193548
Earlymorning,4,B,JACQUES BREL,670.078947368
Earlymorning,4,B,INTERNAT. SCHOOL,972
Earlymorning,4,B,IMPRIMERIE,678.733333333
Earlymorning,4,B,ICHEC,482.428571429
Earlymorning,4,B,HUNDERENVELD,391.340909091
Earlymorning,4,B,HUART-HAMOIR,405.406896552
Earlymorning,4,B,HOUWAERT,531.293103448
Earlymorning,4,B,HOPITAL BRACOPS,437.028571429
Earlymorning,4,B,HOP. SAINT-PIERRE,570.931034483
Earlymorning,4,B,HOP. MILITAIRE,291.329268293
Earlymorning,4,B,HOOGVELD,604.833333333
Earlymorning,4,B,HOOGBOSCH,339.147058824
Earlymorning,4,B,HOF TER MUSSCHEN,941
Earlymorning,4,B,HOEDEMAEKERS,343.203125
Earlymorning,4,B,HEYSEL,875.470588235
Earlymorning,4,B,HEYDENBERG,838.75
Earlymorning,4,B,HERMAN,694.833333333
Earlymorning,4,B,HELDENPLEIN,598.272727273
Earlymorning,4,B,HEEMBEEK,436.860465116
Earlymorning,4,B,HAREN,647.846153846
Earlymorning,4,B,GUTENBERG,567.547169811
Earlymorning,4,B,GUILLAUME,788.904761905
Earlymorning,4,B,GUEUX,491.65
Earlymorning,4,B,GRAND-PLACE,704.666666667
Earlymorning,4,B,GRAND SABLON,642.551724138
Earlymorning,4,B,GILSON,924.7
Earlymorning,4,B,GEORGES HENRI,675.426229508
Earlymorning,4,B,GEO BERNIER,654.151515152
Earlymorning,4,B,GENOT,775.333333333
Earlymorning,4,B,GENEVE,456.518518519
Earlymorning,4,B,GEEFS,478.818181818
Earlymorning,4,B,GAULOIS,703.3125
Earlymorning,4,B,GARE DU MIDI,501.461538462
Earlymorning,4,B,GARE DE L'OUEST,636.1
Earlymorning,4,B,GARE DE HAREN-SUD,333.7
Earlymorning,4,B,FRUITS,722.805970149
Earlymorning,4,B,FROISSART,475.054347826
Earlymorning,4,B,FRAITEUR,377.15625
Earlymorning,4,B,FOREST CENTRE,736.85
Earlymorning,4,B,FONSON,700.933333333
Earlymorning,4,B,FLAGEY,757.458333333
Earlymorning,4,B,FEVRIER,747.538461538
Earlymorning,4,B,FERNAND COCQ,790.590909091
Earlymorning,4,B,FERME NOS PILIFS,387.445783133
Earlymorning,4,B,EVERE SHOPPING,574.782608696
Earlymorning,4,B,ETANGS D'IXELLES,715.052631579
Earlymorning,4,B,ERNEST LAUDE,498.818181818
Earlymorning,4,B,ENNEPETAL,527.6
Earlymorning,4,B,ELBERS,360.634408602
Earlymorning,4,B,EENENS,492.956521739
Earlymorning,4,B,DUNETTE,928.75
Earlymorning,4,B,DUNANT,826.235294118
Earlymorning,4,B,DUCHESSE BRABANT,975.5
Earlymorning,4,B,DUBOIS,386.392156863
Earlymorning,4,B,DOUVRES,961.833333333
Earlymorning,4,B,DOCKS BRUXSEL,458.32
Earlymorning,4,B,DIVIN SAUVEUR,401.649484536
Earlymorning,4,B,DIAMANT,493.909090909
Earlymorning,4,B,DIABLOTINS,762.933333333
Earlymorning,4,B,DELTA,341.965217391
Earlymorning,4,B,DEGROOFF,652.692307692
Earlymorning,4,B,DE LINDE,502.282051282
Earlymorning,4,B,DE HEYN,445.829268293
Earlymorning,4,B,DE BEJAR,298.394736842
Earlymorning,4,B,DAILLY,486.117647059
Earlymorning,4,B,DA VINCI,403.168224299
Earlymorning,4,B,CUREGHEM,948.166666667
Earlymorning,4,B,CROSSING,484.09375
Earlymorning,4,B,CROIX DE GUERRE,405.070588235
Earlymorning,4,B,COTEAUX,395.262295082
Earlymorning,4,B,CORTENBACH,340.773869347
Earlymorning,4,B,CONSCIENCE,424.303797468
Earlymorning,4,B,CONDOR,400.741666667
Earlymorning,4,B,COLONEL BOURG,496.075471698
Earlymorning,4,B,COLIGNON,334.019607843
Earlymorning,4,B,CIMETIERES,369.759259259
Earlymorning,4,B,CIM. DE BRUXELLES,775.108433735
Earlymorning,4,B,CIM. D'IXELLES,529.856060606
Earlymorning,4,B,CHIREC,354.725
Earlymorning,4,B,CHEMIN VERT,725.333333333
Earlymorning,4,B,CHEMIN DE FER,980.5
Earlymorning,4,B,CHAZAL,296.175
Earlymorning,4,B,CHAUMONTEL,384.8
Earlymorning,4,B,CHARROI,643.692307692
Earlymorning,4,B,CHAPELLE,653.117647059
Earlymorning,4,B,CARLI,369.321428571
Earlymorning,4,B,CARENE,461.736
Earlymorning,4,B,CAPRICORNE,451.717948718
Earlymorning,4,B,CANDRIES,371.097560976
Earlymorning,4,B,BUYL,632.545454545
Earlymorning,4,B,BUDA,301.164556962
Earlymorning,4,B,BRILLANT,497.916666667
Earlymorning,4,B,BREMER,389.454545455
Earlymorning,4,B,BRAEMT,520.034090909
Earlymorning,4,B,BRABANCONNE,615.666666667
Earlymorning,4,B,BOSSUET,523.526315789
Earlymorning,4,B,BORDET STATION,386.682134571
Earlymorning,4,B,BIPLAN,277.726804124
Earlymorning,4,B,BIENFAITEURS,332.430769231
Earlymorning,4,B,BICHON,337.784090909
Earlymorning,4,B,BERVOETS,697.323529412
Earlymorning,4,B,BEMPT,835.2
Earlymorning,4,B,BEAULIEU,480.119804401
Earlymorning,4,B,AZALEES,395.352941176
Earlymorning,4,B,AVENUE DU ROI,642.55
Earlymorning,4,B,ARTEMIS,681.838235294
Earlymorning,4,B,ARCADES,870.32
Earlymorning,4,B,ARBRE BALLON,459.349206349
Earlymorning,4,B,ANTOON VAN OSS,337.372093023
Earlymorning,4,B,ANNEESSENS,857.514285714
Earlymorning,4,B,ANNECY,924
Earlymorning,4,B,ANDROMEDE,443.35
Earlymorning,4,B,ANCIENNE BARRIERE,486.625
Earlymorning,4,B,ANATOLE FRANCE,407.104477612
Earlymorning,4,B,AMETHYSTE,531.24
Earlymorning,4,B,AMBIORIX,774.117647059
Earlymorning,4,B,ALBERT I,980
Earlymorning,4,M,THIEFFRY,348.242857143
Earlymorning,4,M,SCHUMAN,432.621621622
Earlymorning,4,M,SAINTE-CATHERINE,886.125
Earlymorning,4,M,SAINT-GUIDON,966
Earlymorning,4,M,PETILLON,408.846153846
Earlymorning,4,M,PARC,726.15
Earlymorning,4,M,MERODE,376.857142857
Earlymorning,4,M,MAELBEEK,529
Earlymorning,4,M,LA ROUE,925.125
Earlymorning,4,M,JACQUES BREL,862
Earlymorning,4,M,HANKAR,399.16
Earlymorning,4,M,GARE DE L'OUEST,664
Earlymorning,4,M,GARE CENTRALE,838
Earlymorning,4,M,ETANGS NOIRS,910
Earlymorning,4,M,ERASME,748.928571429
Earlymorning,4,M,EDDY MERCKX,898.0625
Earlymorning,4,M,DELTA,378.972222222
Earlymorning,4,M,DE BROUCKERE,883.117647059
Earlymorning,4,M,COMTE DE FLANDRE,904
Earlymorning,4,M,CERIA,909.92
Earlymorning,4,M,BIZET,982
Earlymorning,4,M,BEEKKANT,942
Earlymorning,4,M,AUMALE,939
Earlymorning,4,M,ARTS-LOI,714.315789474
Earlymorning,4,T,ZAMAN-FOREST NAT.,832.116279070
Earlymorning,4,T,YSER,418.8
Earlymorning,4,T,WOLUWE SHOPPING,321.483870968
Earlymorning,4,T,WOESTE,638.373134328
Earlymorning,4,T,WIELS,845.378378378
Earlymorning,4,T,WAGON,659.871794872
Earlymorning,4,T,WAELHEM,398.835714286
Earlymorning,4,T,VUB,295.437158470
Earlymorning,4,T,VOOT,353.583333333
Earlymorning,4,T,VLEURGAT,716.739130435
Earlymorning,4,T,VEREMAN,458.805555556
Earlymorning,4,T,VERBOEKHOVEN,327.964285714
Earlymorning,4,T,VANDERSTICHELEN,605.968503937
Earlymorning,4,T,VANDERKINDERE,565.5
Earlymorning,4,T,VAN ZANDE,498.657894737
Earlymorning,4,T,VAN PRAET,430.053164557
Earlymorning,4,T,VAN HAELEN,866
Earlymorning,4,T,VAN CUTSEM,293.442857143
Earlymorning,4,T,VALIDA,453.946236559
Earlymorning,4,T,UZ-PEDIATRIE,544.607142857
Earlymorning,4,T,UZ BRUSSEL,485.8125
Earlymorning,4,T,UNION,831.842857143
Earlymorning,4,T,ULB,884.857142857
Earlymorning,4,T,UCCLE CALEVOET,622.863636364
Earlymorning,4,T,TROIS COULEURS,747.333333333
Earlymorning,4,T,TRIANGLE,540.251748252
Earlymorning,4,T,TILLEUL,294.827586207
Earlymorning,4,T,THOMAS,442.210526316
Earlymorning,4,T,SUEDE,593.1875
Earlymorning,4,T,STUYVENBERGH,858.217391304
Earlymorning,4,T,STEPHANIE,805.9375
Earlymorning,4,T,SQ. DU CENTENAIRE,390.441558442
Earlymorning,4,T,SOLBOSCH,892.076923077
Earlymorning,4,T,SIMONIS,433.520146520
Earlymorning,4,T,SCHWEITZER,510.638297872
Earlymorning,4,T,SAINT-LAMBERT,790.5
Earlymorning,4,T,SAINT-DENIS,751.392857143
Earlymorning,4,T,SAINCTELETTE,431.714285714
Earlymorning,4,T,ROODEBEEK,809.115942029
Earlymorning,4,T,ROGIER,506.473684211
Earlymorning,4,T,ROFFIAEN,310.219512195
Earlymorning,4,T,ROCHEFORT,848.846153846
Earlymorning,4,T,ROBIANO,518.375
Earlymorning,4,T,RITTWEGER,520.028571429
Earlymorning,4,T,RIBAUCOURT,459.663865546
Earlymorning,4,T,QUATRE-VENTS,411.279850746
Earlymorning,4,T,PTE D'ANDERLECHT,516.725
Earlymorning,4,T,PRINC. ELISABETH,376.974820144
Earlymorning,4,T,PORTE DE NINOVE,386.035087719
Earlymorning,4,T,PORTE DE HAL,578.730158730
Earlymorning,4,T,PORTE DE FLANDRE,370.504237288
Earlymorning,4,T,PLACE ST-PIERRE,540.790697674
Earlymorning,4,T,PLACE R. ASTRID,954.142857143
Earlymorning,4,T,PETILLON,334.742138365
Earlymorning,4,T,PENTATHLON,391.984615385
Earlymorning,4,T,PAVILLON,299.125
Earlymorning,4,T,PATRIE,927.4
Earlymorning,4,T,PARVIS ST-GILLES,500.412698413
Earlymorning,4,T,PARC DES SOURCES,307.744680851
Earlymorning,4,T,PAIX,313.830769231
Earlymorning,4,T,ORBAN,970.8
Earlymorning,4,T,ODON WARLAND,606.464646465
Earlymorning,4,T,NEERSTALLE,590.491228070
Earlymorning,4,T,MUSEE DU TRAM,473.122807018
Earlymorning,4,T,MONTGOMERY,416.561056106
Earlymorning,4,T,MONACO,842.666666667
Earlymorning,4,T,MIROIR,420.582278481
Earlymorning,4,T,MESSIDOR,819.7
Earlymorning,4,T,MERODE,506.913043478
Earlymorning,4,T,MERLO,971.5
Earlymorning,4,T,MENNEKENS,443.642857143
Earlymorning,4,T,MEISER,364.933333333
Earlymorning,4,T,MAX WALLER,655.137254902
Earlymorning,4,T,MASUI,627.958333333
Earlymorning,4,T,MARIE-JOSE,899.764705882
Earlymorning,4,T,MARGUERITE DURAS,502.754838710
Earlymorning,4,T,MADOUX,737.538461538
Earlymorning,4,T,MABRU,713.657894737
Earlymorning,4,T,LOUISE,816.333333333
Earlymorning,4,T,LOUIS BERTRAND,359.434343434
Earlymorning,4,T,LONGCHAMP,419.359550562
Earlymorning,4,T,LIEDTS,444
Earlymorning,4,T,LEVURE,543.7
Earlymorning,4,T,LEOPOLD III,372.351906158
Earlymorning,4,T,LEOPOLD II,552.734693878
Earlymorning,4,T,LENOIR,920.928571429
Earlymorning,4,T,LEMONNIER,540.458333333
Earlymorning,4,T,LEKAERTS,449.942028986
Earlymorning,4,T,LEGRAND,469.384615385
Earlymorning,4,T,LEFRANCQ,451.348837209
Earlymorning,4,T,LA CHASSE,504.814814815
Earlymorning,4,T,KARREVELD,438.19
Earlymorning,4,T,JULES DE TROOZ,737.176470588
Earlymorning,4,T,JULES CESAR,615.652173913
Earlymorning,4,T,JUBILE,488.982658960
Earlymorning,4,T,JOSEPH BAECK,443.531468531
Earlymorning,4,T,JEANNE HERREMAN,565.84
Earlymorning,4,T,IMPRIMERIE,978
Earlymorning,4,T,ICHEC,580.166666667
Earlymorning,4,T,HUNDERENVELD,825.655913978
Earlymorning,4,T,HORTA,435.806818182
Earlymorning,4,T,HOP. PAUL BRIEN,384.53125
Earlymorning,4,T,HIPPOD. BOITSFORT,920.666666667
Earlymorning,4,T,HEYSEL,825.5
Earlymorning,4,T,HEROS,738.738095238
Earlymorning,4,T,HELMET,364.574468085
Earlymorning,4,T,HELIOTROPES,339.916666667
Earlymorning,4,T,HEEMBEEK,513.894514768
Earlymorning,4,T,GUILL. DE GREEF,623.1484375
Earlymorning,4,T,GOSSART,432.029411765
Earlymorning,4,T,GOFFIN,439.9875
Earlymorning,4,T,GLOBE,621.773109244
Earlymorning,4,T,GJ MARTIN,389.8
Earlymorning,4,T,GERMOIR,460
Earlymorning,4,T,GEORGES HENRI,347.676616915
Earlymorning,4,T,GENOT,473.530612245
Earlymorning,4,T,GARE DU NORD,503.620481928
Earlymorning,4,T,GARE DU MIDI,598.022026432
Earlymorning,4,T,GARE DE L'OUEST,419.789743590
Earlymorning,4,T,GARE DE JETTE,845.205882353
Earlymorning,4,T,GARE DE BERCHEM,712.942857143
Earlymorning,4,T,GALLAIT,320.046511628
Earlymorning,4,T,FUSEE,883.5
Earlymorning,4,T,FOYER SCHAERBEEK.,355.233333333
Earlymorning,4,T,FOREST CENTRE,822.75
Earlymorning,4,T,FONSON,295.215909091
Earlymorning,4,T,EXPOSITION,529.681818182
Earlymorning,4,T,EVERE SHOPPING,411.833333333
Earlymorning,4,T,EUROCONTROL,999
Earlymorning,4,T,ETTERBEEK GARE,282.641860465
Earlymorning,4,T,ESPLANADE,556.266666667
Earlymorning,4,T,ERNEST SALU,893.25
Earlymorning,4,T,ENGELAND,706.777777778
Earlymorning,4,T,EGLISE ST-ANTOINE,537.965517241
Earlymorning,4,T,EGIDE VAN OPHEM,663.880952381
Earlymorning,4,T,DUCHESSE BRABANT,553.511904762
Earlymorning,4,T,DOCKS BRUXSEL,475.951871658
Earlymorning,4,T,DIAMANT,356.333333333
Earlymorning,4,T,DEMOLDER,434.580952381
Earlymorning,4,T,DEMINEURS,593.92
Earlymorning,4,T,DEFACQZ,763.076923077
Earlymorning,4,T,DE WAND,525.935714286
Earlymorning,4,T,DE VILLALOBAR,711.6
Earlymorning,4,T,DE BROUCKERE,590.203389831
Earlymorning,4,T,DA VINCI,477.483870968
Earlymorning,4,T,CREMATORIUM,808.416666667
Earlymorning,4,T,CONSEIL,941.166666667
Earlymorning,4,T,COMBAZ,883.857142857
Earlymorning,4,T,COLLEGE S.-COEUR,453.638297872
Earlymorning,4,T,COCCINELLES,947
Earlymorning,4,T,CIM. DE MOLENBEEK,458.778947368
Earlymorning,4,T,CIM. DE JETTE,650.392473118
Earlymorning,4,T,CHURCHILL,486.307692308
Earlymorning,4,T,CHIEN VERT,627.840909091
Earlymorning,4,T,CHAZAL,355.019801980
Earlymorning,4,T,CHATAIGNES,830.089285714
Earlymorning,4,T,CAVELL,413.415094340
Earlymorning,4,T,CARREFOUR STALLE,635.208333333
Earlymorning,4,T,CAMBRE-ETOILE,449.040816327
Earlymorning,4,T,BUYL,413.564032698
Earlymorning,4,T,BUISSONNETS,503.539393939
Earlymorning,4,T,BRUXELLOIS,411.845070423
Earlymorning,4,T,BROUSTIN,462.208333333
Earlymorning,4,T,BRESIL,915
Earlymorning,4,T,BOURSE,606.413793103
Earlymorning,4,T,BOURGET,999
Earlymorning,4,T,BOURDON,776
Earlymorning,4,T,BOSSAERT-BASILIQ.,407.701923077
Earlymorning,4,T,BORDET STATION,790.32
Earlymorning,4,T,BOONDAEL GARE,918
Earlymorning,4,T,BOITSFORT GARE,972.833333333
Earlymorning,4,T,BOILEAU,334.880208333
Earlymorning,4,T,BOETENDAEL,826.761904762
Earlymorning,4,T,BIENFAITEURS,926.25
Earlymorning,4,T,BESME,444.669565217
Earlymorning,4,T,BERTHELOT,813.222222222
Earlymorning,4,T,BERKENDAEL,487.712
Earlymorning,4,T,BERCHEM-SHOPPING,416.797619048
Earlymorning,4,T,BEMPT,622.930232558
Earlymorning,4,T,BELGICA,598.888888889
Earlymorning,4,T,BASCULE,434.4375
Earlymorning,4,T,BARRIERE,933.5
Earlymorning,4,T,BARA,863.090909091
Earlymorning,4,T,BAILLI,695.421052632
Earlymorning,4,T,AZUR,577.052631579
Earlymorning,4,T,ARTS ET METIERS,510.461538462
Earlymorning,4,T,ARSENAL,324.297468354
Earlymorning,4,T,ARBRE BALLON,577.571428571
Earlymorning,4,T,ARAUCARIA,505.567164179
Earlymorning,4,T,ANNEESSENS,631.939393939
Earlymorning,4,T,ANCIENNE BARRIERE,528.847457627
Earlymorning,4,T,ALCYONS,510.205128205
Earlymorning,4,T,ALBERT I,962.333333333
Earlymorning,4,T,ALBERT,416.169014085
Earlymorning,4,T,ACACIAS,526.185185185
Earlymorning,4,T,ABBAYE,692.666666667
Earlymorning,5,B,ZEPHYR,273.827868852
Earlymorning,5,B,ZEECRABBE,527.963414634
Earlymorning,5,B,ZAVELPUT,361.743068392
Earlymorning,5,B,YSER,275.903381643
Earlymorning,5,B,WTC,324.910922587
Earlymorning,5,B,WOESTE,354.569892473
Earlymorning,5,B,WITLOOF,148.719339623
Earlymorning,5,B,WINTEROY,299.266666667
Earlymorning,5,B,WILLEMYNS,268.946135831
Earlymorning,5,B,WILLEBROEK,363.013372957
Earlymorning,5,B,WIENER,471.696517413
Earlymorning,5,B,WIELS,364.474358974
Earlymorning,5,B,WESTLAND SHOPPING,268.723076923
Earlymorning,5,B,WERY,302.960486322
Earlymorning,5,B,WAXWEILER,366.2
Earlymorning,5,B,WAUTERS,456.4
Earlymorning,5,B,WATERMAEL GARE,421.6
Earlymorning,5,B,WATERLOO WILSON,323.878378378
Earlymorning,5,B,WATERBURY,326.371428571
Earlymorning,5,B,WASHINGTON,382.608695652
Earlymorning,5,B,WAPPERS,552.102564103
Earlymorning,5,B,WAGON,89.153846154
Earlymorning,5,B,VTM,309.714285714
Earlymorning,5,B,VOOT,375.975
Earlymorning,5,B,VOLTAIRE,333.783464567
Earlymorning,5,B,VOETBALCLUB,346.064516129
Earlymorning,5,B,VLIERKENS,345.174863388
Earlymorning,5,B,VLEURGAT,513.785714286
Earlymorning,5,B,VIVIER D'OIE,444.234449761
Earlymorning,5,B,VINCOTTE,397.106951872
Earlymorning,5,B,VILVOORDE STATION,236.080082136
Earlymorning,5,B,VILLON,910.142857143
Earlymorning,5,B,VIGNETTE,473.738636364
Earlymorning,5,B,VIEUX CHEMIN,390.586956522
Earlymorning,5,B,VIER FONTEINEN,272.015151515
Earlymorning,5,B,VICTOR HUGO,429.210227273
Earlymorning,5,B,VICTOR ALLARD,413.068421053
Earlymorning,5,B,VIADUC E40,211.368421053
Earlymorning,5,B,VETERINAIRES,369.56
Earlymorning,5,B,VETERANS COLON.,261.732394366
Earlymorning,5,B,VERT CHASSEUR,599.135135135
Earlymorning,5,B,VERSAILLES,383.983739837
Earlymorning,5,B,VERREWINKEL,491.720930233
Earlymorning,5,B,VERHEYLEWEGHEN,302.666666667
Earlymorning,5,B,VERGOTE,470.616438356
Earlymorning,5,B,VERGER,205.655339806
Earlymorning,5,B,VERBOEKHOVEN,250.005602241
Earlymorning,5,B,VERBEYST,413.025210084
Earlymorning,5,B,VEEWEYDE,378.219230769
Earlymorning,5,B,VARIA,605.048780488
Earlymorning,5,B,VANNE,475.804347826
Earlymorning,5,B,VANHUFFEL,439.5
Earlymorning,5,B,VANHELLEMONT,206.014354067
Earlymorning,5,B,VANDROMME,397.111801242
Earlymorning,5,B,VANDERSTICHELEN,321.428571429
Earlymorning,5,B,VANDER MEERSCHEN,494.580645161
Earlymorning,5,B,VANDER ELST,399.867469880
Earlymorning,5,B,VANDENHOVEN,224.681290323
Earlymorning,5,B,VAN PRAET,339.288981289
Earlymorning,5,B,VAN KALKEN,351.756567426
Earlymorning,5,B,VAN EYCK,492.879432624
Earlymorning,5,B,VAN BEVER,447.686274510
Earlymorning,5,B,VALDUC,417.975206612
Earlymorning,5,B,VAL MARIA,324.181948424
Earlymorning,5,B,VAL DES SEIGNEURS,505.75
Earlymorning,5,B,UZ-VUB,414.112211221
Earlymorning,5,B,UZ-PEDIATRIE,367.828850856
Earlymorning,5,B,UZ BRUSSEL,349.602605863
Earlymorning,5,B,ULB,302.419540230
Earlymorning,5,B,UCL SAINT-LUC,370.833333333
Earlymorning,5,B,UCCLE-STALLE,317.032894737
Earlymorning,5,B,UCCLE SPORT,339.302469136
Earlymorning,5,B,UCCLE CALEVOET,339.656097561
Earlymorning,5,B,TWYENINCK,156.145552561
Earlymorning,5,B,TWEE LEEUWENWEG,338.68
Earlymorning,5,B,TRONE,347.817502199
Earlymorning,5,B,TROIS PERTUIS,396.985294118
Earlymorning,5,B,TRITOMAS,440.202898551
Earlymorning,5,B,TRINITE,446.291044776
Earlymorning,5,B,TRIANGLE,319.759358289
Earlymorning,5,B,TREVES,327.370288248
Earlymorning,5,B,TREURENBERG,396.533018868
Earlymorning,5,B,TREFLES,574.790697674
Earlymorning,5,B,TRASSERSWEG,357.241706161
Earlymorning,5,B,TRANSVAAL,269.179487179
Earlymorning,5,B,TOURNOI,397.741666667
